"Sample","Mutation_count_in_fitting","Tail","Tail_power","Tail_mutcount_observed","Tail_mutcount_predicted","Cluster_count","Cluster_mutcount_observed_1","Cluster_mutcount_predicted_1","Cluster_frequency_1","Cluster_mutcount_observed_2","Cluster_mutcount_predicted_2","Cluster_frequency_2","Cluster_mutcount_observed_3","Cluster_mutcount_predicted_3","Cluster_frequency_3","Cluster_mutcount_observed_4","Cluster_mutcount_predicted_4","Cluster_frequency_4","Cluster_mutcount_observed_5","Cluster_mutcount_predicted_5","Cluster_frequency_5"
"01c8e465-2b4e-4519-bdef-c3ac06b43eeb",2899,TRUE,2.12,1426.8382033087,2516.18817613346,1,1472.1617966913,1472.76564927707,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01dc6872-c623-11e3-bf01-24c6515278c0",8256,TRUE,1.47,1175.01675128424,253.218866773178,1,7080.98324871576,7277.44095286851,0.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02078f77-2b35-4fa3-ab02-2c017181295e",161,TRUE,2.22,2.88735275795176e-05,0.000177911463370868,2,112.886443686797,113.249220322701,0.395,48.1135274396759,128.7418993931,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02706819-bcab-4c49-a569-a4a8c60db1c0",64,TRUE,4.22,2.02562407936528e-06,0.0119166565950735,2,53.3876439609111,62.2558073280308,0.17,10.6123540134648,82.5975559397073,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02917220-6a7a-46a1-8656-907e96bef88e",17747,TRUE,2.38,809.385760062913,12244.9076042218,1,16937.6142399371,19619.4696637951,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0292a46f-a282-4b7f-a7d6-ac55cc7324fb",229,TRUE,1.45,149.232815901349,41.9926516220971,1,79.7671840986512,80.8749169934451,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02e5c36f-5bec-45e2-a048-875653b85ca1",3857,TRUE,2.36,519.228593823094,3608.1394085186,2,2724.42695072782,2727.16978783338,0.395,613.344455449083,617.782632361184,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"030695f6-c623-11e3-bf01-24c6515278c0",9357,TRUE,0.53,5063.12646125461,171.316297269742,1,4293.87353874539,4374.60711031544,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"031962d6-fc7d-4c6c-9d47-ffa45997b249",381,TRUE,1.82,335.840845815851,543.802692299172,1,45.1591541841485,45.2824597590888,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0363fe2c-d765-450e-8b1a-d13a23d9af2a",603,TRUE,2.51,437.941004511752,7282.18028625584,1,165.058995488248,165.142744540693,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03ad38a6-0902-4aaa-84a3-91ea88fa9883",5456,TRUE,0.5,325.344077217226,13.2511825518576,1,5130.65592278277,5259.29369166051,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"041e3b42-c623-11e3-bf01-24c6515278c0",6362,TRUE,1.83,711.642164233042,1335.14391983733,1,5650.35783576696,6334.49948152433,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"046d7386-95c8-4501-9e55-c85bec272a7a",3121,TRUE,1.89,167.978034121713,209.093247471342,1,2953.02196587829,2963.36595618259,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04b570c2-3224-4e9b-81cc-089b4a7ff07a",2559,TRUE,1.15,242.056156777094,46.3629026206909,1,2316.94384322291,2333.16984450071,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05070acd-3ec1-44bb-9c32-26d3a483a72a",3655,TRUE,1.87,1178.50991178388,1325.90702973622,1,2476.49008821612,2478.019473337,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"052015bc-8c24-467c-8ff7-9e0dc4ad39fd",2813,TRUE,1.1,1625.93026923997,221.515961008718,1,1187.06973076003,1220.40496343836,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05616329-e7ba-4efd-87b1-d79cd0f7af3d",7517,TRUE,0.73,946.407413497479,71.2938849477408,1,6570.59258650252,6726.55882564029,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05c487aa-72d8-42e6-aa2b-b9b5ce273f5c",2364,TRUE,1.2,2216.00647814639,350.878598615032,1,147.993521853609,148.029217859314,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05da3161-1444-4188-914d-19762de3a443",2212,TRUE,1.42,209.69724434824,108.106706791585,1,2002.30275565176,2083.49877215605,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06018aae-1107-4899-bd24-14e6b1f94709",145,TRUE,1.71,78.7608558692204,106.434258474465,1,66.2391441307796,67.1820680736067,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0609b182-0396-4755-b463-10f949c5b8bb",1172,TRUE,1.97,349.554467793952,1471.83755296271,1,822.445532206048,823.593653860184,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0624eb1d-3aff-4037-a3c5-fc363a9edd02",907,TRUE,0.5,837.540673165481,50.9216696144404,1,69.4593268345191,69.6608280499918,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"068f4f69-d2fe-4f25-912e-ca7d4623efb6",5762,TRUE,2.94,241.352170023437,117140.467633769,2,11.6748805525165,11.7255079246428,0.5,5508.97294942405,6279.78350306166,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06ecd127-6c24-422d-a7fb-bf5aee1b8b7b",5935,TRUE,0.51,398.945545949258,23.026526309504,1,5536.05445405074,5583.89506052707,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"072f4146-c623-11e3-bf01-24c6515278c0",7202,TRUE,4.95,107.207018226493,42881879.3598002,2,135.476382130136,138.809998863792,0.285,6959.31659964337,10065.5629566561,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"074fd614-5d9c-4bcc-96ad-351aa14387e3",3535,TRUE,1.41,328.503556688283,113.063880229289,2,2936.231360108,2940.71770570675,0.31,270.265083203713,283.453192583756,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07835447-5d7e-4828-80fd-89b063989c9a",8644,TRUE,0.54,634.336430899247,47.1378246434844,1,8009.66356910075,8098.3836613376,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07f16397-71bb-4594-ad4d-caa7d2baeabd",2482,TRUE,2.83,745.958415824508,78231.4177880107,1,1736.04158417549,1857.84983958618,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0831e45e-c623-11e3-bf01-24c6515278c0",13736,TRUE,1.56,274.12720309173,327.166272447122,1,13461.8727969083,13741.8756647735,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"089be98d-c3c9-4fb4-aef2-7a8578a91d51",2474,TRUE,1.04,1037.53242767286,208.012632594347,1,1436.46757232714,1471.16112262099,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08d2a566-8407-4e9b-836c-bf5e1e9f85b2",743,TRUE,2.42,8.16899618934834e-06,0.000281600150535218,2,13.971943360673,15.4817951705338,0.195,729.028048470331,6549.77412271345,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08e1d976-6c39-428e-a4c2-f655b675683e",2346,TRUE,1.86,1653.04272630443,3457.9977162408,1,692.957273695575,698.512900387213,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08f7812b-0d74-42ba-985b-d0a027e8a80c",1119,TRUE,1.59,111.321168362833,172.170419997842,1,1007.67883163717,1013.44801377474,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"097a7d36-905b-72be-e050-11ac0d482c9a",55326,TRUE,0.63,42808.8141020031,2487.82195835827,1,12517.1858979969,12517.3977385609,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"09e1fe3e-bfd8-4175-ac42-0e1bf0ba5523",6378,TRUE,1.54,2290.72728208693,1654.22830194494,1,4087.27271791307,4090.72143565411,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0a6be23a-d5a0-4e95-ada2-a61b2b5d9485",3481,TRUE,1.75,2782.38259400693,4184.36067888217,1,698.61740599307,701.50641032698,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ab4d782-9a50-48b9-96e4-6ce42b2ea034",168992,TRUE,3.6,320.031999221034,1564837.40904432,2,166297.455751567,166459.935946369,0.435,2374.51224921151,2440.79728056656,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0b6cd7df-6970-4d60-b7b5-85002a7d8781",2449,TRUE,2.31,0.00990840511158726,0.452772816155242,3,1802.84097537694,1819.52418856066,0.485,627.398830794353,740.806251872893,0.255,18.7502854235976,3053.99566693732,0.035,NA,NA,NA,NA,NA,NA
"0ba8f2e2-935a-4123-86aa-6e7f5de85bf4",2353,TRUE,1.39,22.6225314239192,15.6243218864939,4,228.185505238189,229.985495080473,0.495,278.205848663169,283.583149114294,0.41,1752.89178784517,2024.91222819615,0.23,71.0943268295559,270.471460235549,0.08,NA,NA,NA
"0bafd9ae-64b3-492d-a6fd-12aa8edefcbe",1488,TRUE,2.08,202.908183075668,1409.28837099029,1,1285.09181692433,1289.25042065934,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bd3a230-531e-44aa-9999-b8ed8da0176b",1636,TRUE,2.2,527.574898683156,6920.42114649785,1,1108.42510131684,1177.46895719063,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0be08326-c623-11e3-bf01-24c6515278c0",8444,TRUE,0.57,45.7498846075057,4.86444335936656,2,8348.79804186242,9276.69658735366,0.225,49.4520735300702,2051.69473576463,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7344-fdd0-e050-11ac0c484cab",4771,TRUE,1.15,732.072306660845,201.108022789364,1,4038.92769333915,4041.99861171503,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7ebf-aaec-e050-11ac0c482f39",3059,TRUE,2.07,74.6779366650207,1606.85264002256,1,2984.32206333498,3085.99282973637,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-7ec1-aaec-e050-11ac0c482f39",3543,TRUE,0.51,478.139325430763,41.509329239698,1,3064.86067456924,3066.63457192587,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-816e-e3e4-e050-11ac0c4860c5",5087,TRUE,0.7,1708.34150158152,190.142396749563,1,3378.65849841848,3381.10192969173,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8177-e3e4-e050-11ac0c4860c5",3178,TRUE,0.5,1437.47681301846,128.246723882516,1,1740.52318698154,1742.09729247195,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-817c-e3e4-e050-11ac0c4860c5",3606,TRUE,0.59,727.431245234186,71.2768467896924,1,2878.56875476581,2880.23019622932,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-817e-e3e4-e050-11ac0c4860c5",12047,TRUE,0.53,2484.71407388921,244.786622974204,1,9562.28592611079,9568.95508134984,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8180-e3e4-e050-11ac0c4860c5",7325,TRUE,0.5,682.187407274767,65.8638576957841,1,6642.81259272523,6645.16201644801,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8181-e3e4-e050-11ac0c4860c5",7643,TRUE,0.61,708.493012313242,80.6185926725046,1,6934.50698768676,6946.19835723622,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8183-e3e4-e050-11ac0c4860c5",11646,TRUE,0.52,2271.90440666755,224.248807311384,1,9374.09559333245,9379.5887899529,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1043-8187-e3e4-e050-11ac0c4860c5",5485,TRUE,1.71,1200.72904924412,2291.07461650215,1,4284.27095075588,4294.12213722793,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fc5-a95b-e050-11ac0c4860c3",3219,TRUE,0.97,2082.36872007506,415.634074212099,1,1136.63127992494,1139.0587860496,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fca-a95b-e050-11ac0c4860c3",3059,TRUE,2.25,90.4327715959662,1694.52701175027,2,2818.25208448129,2823.06231313764,0.39,150.315143922741,151.911915928441,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fcd-a95b-e050-11ac0c4860c3",3058,TRUE,1.65,147.205606789259,247.828435378605,2,2720.82257826876,2724.25371982719,0.405,189.971814941978,192.779658950751,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fd5-a95b-e050-11ac0c4860c3",3334,TRUE,2.19,131.631749303567,1874.51059577777,2,2738.11740617432,2740.95280782613,0.4,464.250844522118,466.827516957294,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fd8-a95b-e050-11ac0c4860c3",3251,TRUE,2.52,99.8238419424111,14501.4915337327,1,3151.17615805759,3227.49468190066,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fdd-a95b-e050-11ac0c4860c3",3113,TRUE,0.67,348.952549486471,68.6963632198354,1,2764.04745051353,2822.25209741165,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fdf-a95b-e050-11ac0c4860c3",7300,TRUE,1.72,253.304680459475,682.000962918476,2,6757.52562202895,6760.74865874779,0.435,289.169697511575,291.33328203599,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fe1-a95b-e050-11ac0c4860c3",7663,TRUE,0.79,2027.67968123241,328.586939441957,1,5635.32031876759,5636.5521959242,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfd1068-3fe6-a95b-e050-11ac0c4860c3",5171,TRUE,0.54,408.720503201717,46.6109247113339,1,4762.27949679828,4763.7420369215,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfe2ac9-0af3-c248-e050-11ac0d487e1c",12045,TRUE,0.79,2632.22566983283,393.521231076274,1,9412.77433016717,9414.0832144843,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfe2ac9-0af5-c248-e050-11ac0d487e1c",3414,TRUE,1.74,221.117743050214,1404.91602464155,1,3192.88225694979,3314.77473930494,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfe2ac9-0af8-c248-e050-11ac0d487e1c",3329,TRUE,0.87,223.037999647406,76.9201735204333,1,3105.96200035259,3243.30778079141,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfebf9f-c779-e57d-e050-11ac0d487827",3002,TRUE,1.87,137.66671825714,1638.73965975178,1,2864.33328174286,3016.59821056077,0.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bfebf9f-c77d-e57d-e050-11ac0d487827",7527,TRUE,0.56,553.83721067313,71.4815996363866,1,6973.16278932687,6975.06006124659,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0c0038ff-6cc4-b0b0-e050-11ac0d483d73",3620,TRUE,2.08,164.801277941655,3449.41393383622,2,3324.59635828484,3371.99374763232,0.45,130.602363773505,160.420481979263,0.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0c0038ff-6cc6-b0b0-e050-11ac0d483d73",3295,TRUE,0.51,296.906882539226,61.836045250263,1,2998.09311746077,3165.61044961602,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0c8f7e63-7a3e-42e8-9408-c5cbd2f52f9d",68,TRUE,1.71,21.104114599817,86.0392638000587,1,46.895885400183,47.6517495600014,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0cb4356c-b5d6-4541-b048-ff6d4b3a5d26",4198,TRUE,1.61,2149.40949517206,2358.76728944539,1,2048.59050482794,2052.80567931177,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0d569bd5-418d-4d72-87ca-8e14668c2119",10470,TRUE,0.57,644.224473931146,124.72644909386,1,9825.77552606885,9977.6087016492,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0db9309e-7b95-4ae3-b0ed-dfd4f38d11b0",2197,TRUE,0.51,155.099249165219,25.8378777227139,1,2041.90075083478,2057.78694170612,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0dd39eca-c623-11e3-bf01-24c6515278c0",7452,TRUE,2.4,57.6664711564108,4608.25687550466,2,7125.70873935876,7256.17838468838,0.385,268.624789484827,292.573413829378,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e1e628b-823a-4861-aa95-bed2fada7349",1622,TRUE,0.54,225.638737669604,36.7339122387652,1,1396.3612623304,1400.30223428248,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e54cea2-d568-4a33-b9db-b698844e6ad9",1832,TRUE,0.93,11.5432823277563,3.66817057724588,2,1815.69472760286,3043.80786258724,0.13,4.7619900693869,34149.9442705146,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e7f46ca-6f5c-4538-b6d6-00af65d57fcf",52452,TRUE,1.97,8974.69431584499,122012.556810116,1,43477.305684155,44090.4916360914,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169",1849,TRUE,4.6,41.7387122035592,2468910.47251943,2,1367.41228670549,1398.57943162003,0.195,439.84900109095,689.391944853917,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0eeafcd6-c623-11e3-bf01-24c6515278c0",13109,TRUE,1.45,2157.62699355687,3822.40175757942,1,10951.3730064431,11405.1989057047,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0efb6e20-236d-4640-9373-6fc03e67d090",42,TRUE,2.54,3.69393362673956e-06,0.000237811700384828,2,4.75526039681006,5.12776609044018,0.145,37.2447359092563,84.5852464470403,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0efee3f3-313b-44eb-b3b0-af975a1ded82",3057,TRUE,1.97,696.258518497439,5172.66482904339,1,2360.74148150256,2411.98959945408,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10136472-c623-11e3-bf01-24c6515278c0",1588,TRUE,3.86,207.403372180133,4773441.58047228,1,1380.59662781987,4269.09286347281,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108749d2-5c62-4ef1-92df-aec6941ba53b",86380,TRUE,0.54,5806.38858619998,1026.06651024329,1,80573.6114138,80676.8451703238,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108b67d4-5d66-46da-8675-6acae643b76f",1951,TRUE,2.28,385.455972013041,10336.3107299438,1,1565.54402798696,1597.80674841089,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11473a98-d953-45f9-abf5-709b68a4bae8",4217,TRUE,1.11,607.998669582526,280.168116074268,1,3609.00133041747,3625.07010390587,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157a548-6770-4c89-a84c-bcf6f0e96ea8",1858,TRUE,1.69,1024.13638423527,3883.31726621007,1,833.863615764726,835.577116515854,0.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168944c-5451-4a18-8758-88bf5723bdd9",7780,TRUE,1.86,1125.56453451884,4767.54910446798,1,6654.43546548116,6664.83493363938,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193a9c4-5aab-4cd7-a690-60c96bd1172d",1536,TRUE,1.19,127.552932421231,111.671394682505,1,1408.44706757877,1428.81069286402,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11ae45fb-05f6-425a-9295-d50d13407006",84,TRUE,2.35,49.3855440208681,4183.95287091607,1,34.6144559791319,35.8967409350199,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120f01d1-8884-4aca-a1cb-36b207b2aa3a",3224,TRUE,2.44,618.254936299393,30257.5095044173,1,2605.74506370061,2619.69080721216,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122bf0a9-8052-49da-a9d7-0e5de9ab7032",2059,TRUE,1.81,346.700192788403,1894.05030986315,1,1712.2998072116,1737.7246993738,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124d5b04-4588-44c3-9c00-61e064cf1bdb",8048,TRUE,0.53,480.340509140556,103.692252802915,1,7567.65949085945,7663.55274630259,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126ee433-d345-4cac-882a-c91831a24690",2378,TRUE,2.33,148.201952487376,5492.10042283231,1,2229.79804751262,2342.49054448397,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129459c1-38be-45da-bb87-18848c97c544",5293,TRUE,0.62,4546.70124371806,1035.71606085846,1,746.298756281945,1182.02041800793,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295947c-c623-11e3-bf01-24c6515278c0",30165,TRUE,0.51,1444.83104138845,314.021111473047,1,28720.1689586115,29950.3658852973,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129d2c6c-6688-4b29-bfa7-8df3fe77b25a",70,TRUE,1.58,39.1120807646592,146.225131882252,1,30.8879192353407,32.2534629304165,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12ae2ba1-9484-47fe-8a3f-bba94a6abe0c",153,TRUE,4.57,16.315686895386,21427329.2495497,2,100.916310111318,102.215435927679,0.465,35.768002993296,42.3703352060081,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12f1ae2f-2666-45be-9742-f502d212373d",68740,TRUE,2.19,15361.4766527269,233912.72935165,1,53378.5233472731,55342.4492761427,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131332b2-ff51-4bd7-a626-aff2ecea6135",1166,TRUE,2.8,0.000597042756189087,0.179957265885631,2,1124.44622143176,1276.09963254437,0.15,41.553181525485,345.887230456785,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132f7f2a-b902-4343-aa08-cf6a7af10b9a",3155,TRUE,0.51,531.247745627689,116.693482909729,1,2623.75225437231,2645.31036083671,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13446fc4-9fa6-4bb3-a00a-b9265b41eb12",558,TRUE,2.36,83.7907012514617,8939.0072275589,1,474.209298748538,475.910144341725,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134c9a92-e91e-4347-a9c4-727279edebb1",40997,TRUE,0.5,2082.95426185331,338.551562297821,1,38914.0457381467,38924.212361134,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358ff92-4db9-4e42-b63a-984a7bea425a",92,TRUE,4.35,9.32239510735088e-06,3.55928856458172,2,65.1630025606715,67.5185742880733,0.32,26.8369881169334,41.4599423731833,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13c62975-9f5e-4d40-a461-dceab08a31ec",2148,TRUE,1.17,210.613734828041,124.840118462563,1,1937.38626517196,1940.51377487915,0.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13c7065e-6780-4571-978e-a7c13078ff50",558,TRUE,0.98,468.591719531832,234.11651023739,1,89.4082804681683,90.1841617622917,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140d5fa9-afbe-444e-a7e7-6a4cb4ab2923",10501,TRUE,0.78,367.866873070317,125.168786573773,1,10133.1331269297,10272.8330851745,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
